date,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments,district
2025-10-31,maharashtra,dhule,93,18,3,114,Dhule
2025-10-31,maharashtra,gadchiroli,15,2,0,17,Gadchiroli
2025-10-31,maharashtra,gondiya,30,1,0,31,Gondiya
2025-10-31,maharashtra,hingoli,45,16,0,61,Hingoli
2025-10-31,maharashtra,jalgaon,111,15,1,127,Jalgaon
2025-10-31,maharashtra,jalna,80,8,0,88,Jalna
2025-10-31,maharashtra,kolhapur,118,20,12,150,Kolhapur
2025-10-31,maharashtra,latur,108,19,1,128,Latur
2025-10-31,maharashtra,mumbai,219,76,0,295,Mumbai
2025-10-31,maharashtra,mumbai(suburban),6,5,0,11,Mumbai( Sub Urban )
2025-10-31,maharashtra,mumbaicity,58,9,0,67,Mumbai City
2025-10-31,maharashtra,mumbaisuburban,149,35,1,185,Mumbai Suburban
2025-10-31,maharashtra,nagpur,131,20,0,151,Nagpur
2025-10-31,maharashtra,nanded,103,31,4,138,Nanded
2025-10-31,maharashtra,nandurbar,124,24,12,160,Nandurbar
2025-10-31,maharashtra,nandurbar*,2,1,0,3,Nandurbar *
2025-10-31,maharashtra,nashik,201,46,3,250,Nashik
2025-10-31,maharashtra,osmanabad,54,9,0,63,Osmanabad
2025-10-31,maharashtra,palghar,102,28,0,130,Palghar
2025-10-31,maharashtra,parbhani,92,22,15,129,Parbhani
2025-10-31,maharashtra,pune,408,83,7,498,Pune
2025-10-31,maharashtra,raigad,28,3,0,31,Raigad
2025-10-31,maharashtra,raigarh,97,19,0,116,Raigarh
2025-10-31,maharashtra,raigarh(mh),1,0,0,1,Raigarh(MH)
2025-10-31,maharashtra,ratnagiri,59,4,0,63,Ratnagiri
2025-10-31,maharashtra,sangli,79,16,0,95,Sangli
2025-10-31,maharashtra,satara,69,10,0,79,Satara
2025-10-31,maharashtra,sindhudurg,27,1,0,28,Sindhudurg
2025-10-31,maharashtra,solapur,165,44,6,215,Solapur
2025-10-31,maharashtra,thane,337,132,8,477,Thane
2025-10-31,maharashtra,wardha,21,1,0,22,Wardha
2025-10-31,maharashtra,washim,39,1,1,41,Washim
2025-10-31,maharashtra,yavatmal,88,10,2,100,Yavatmal
2025-10-31,manipur,bishnupur,11,11,0,22,Bishnupur
2025-10-31,manipur,chandel,8,21,1,30,Chandel
2025-10-31,manipur,churachandpur,6,13,0,19,Churachandpur
2025-10-31,manipur,imphaleast,5,5,2,12,Imphal East
2025-10-31,manipur,imphalwest,15,13,0,28,Imphal West
2025-10-31,manipur,jiribam,3,2,0,5,Jiribam
2025-10-31,manipur,kakching,0,1,0,1,Kakching
2025-10-31,manipur,senapati,9,7,0,16,Senapati
2025-10-31,manipur,tamenglong,0,10,0,10,Tamenglong
2025-10-31,manipur,thoubal,9,11,0,20,Thoubal
2025-10-31,manipur,ukhrul,3,8,1,12,Ukhrul
2025-10-31,meghalaya,easternwestkhasihills,0,9,0,9,Eastern West Khasi Hills
2025-10-31,meghalaya,eastgarohills,2,10,0,12,East Garo Hills
2025-10-31,meghalaya,eastjaintiahills,3,8,9,20,East Jaintia Hills
2025-10-31,meghalaya,eastkhasihills,22,52,25,99,East Khasi Hills
2025-10-31,meghalaya,jaintiahills,1,0,0,1,Jaintia Hills
2025-10-31,meghalaya,northgarohills,2,6,0,8,North Garo Hills
2025-10-31,meghalaya,ribhoi,6,20,82,108,Ri Bhoi
2025-10-31,meghalaya,southgarohills,4,15,0,19,South Garo Hills
2025-10-31,meghalaya,southwestgarohills,14,6,0,20,South West Garo Hills
2025-10-31,meghalaya,southwestkhasihills,6,8,0,14,South West Khasi Hills
2025-10-31,meghalaya,westgarohills,26,18,0,44,West Garo Hills
2025-10-31,meghalaya,westjaintiahills,11,26,1,38,West Jaintia Hills
2025-10-31,meghalaya,westkhasihills,21,30,0,51,West Khasi Hills
2025-10-31,mizoram,aizawl,4,15,43,62,Aizawl
2025-10-31,mizoram,champhai,4,0,1,5,Champhai
2025-10-31,mizoram,kolasib,2,0,1,3,Kolasib
2025-10-31,mizoram,lawngtlai,2,0,0,2,Lawngtlai
2025-10-31,mizoram,lunglei,3,0,0,3,Lunglei
2025-10-31,mizoram,saiha,0,3,0,3,Saiha
2025-10-31,mizoram,serchhip,1,1,0,2,Serchhip
2025-10-31,nagaland,dimapur,6,9,0,15,Dimapur
2025-10-31,nagaland,kiphire,6,48,0,54,Kiphire
2025-10-31,nagaland,kohima,7,4,0,11,Kohima
2025-10-31,nagaland,mokokchung,0,4,0,4,Mokokchung
2025-10-31,nagaland,mon,5,7,0,12,Mon
2025-10-31,nagaland,niuland,4,0,0,4,Niuland
2025-10-31,nagaland,noklak,0,7,0,7,Noklak
2025-10-31,nagaland,peren,1,3,0,4,Peren
2025-10-31,nagaland,phek,0,4,0,4,Phek
2025-10-31,nagaland,shamator,0,1,0,1,Shamator
2025-10-31,nagaland,tuensang,0,8,0,8,Tuensang
2025-10-31,nagaland,wokha,0,2,0,2,Wokha
2025-10-31,nagaland,zunheboto,5,15,0,20,Zunheboto
2025-10-31,odisha,angul,26,7,0,33,Angul
2025-10-31,odisha,anugal,0,2,0,2,Anugal
2025-10-31,odisha,anugul,1,1,0,2,Anugul
2025-10-31,odisha,balangir,57,13,0,70,Balangir
2025-10-31,odisha,baleshwar,18,3,0,21,Baleshwar
2025-10-31,odisha,baleswar,75,34,0,109,Baleswar
2025-10-31,odisha,bargarh,96,14,0,110,Bargarh
2025-10-31,odisha,baudh,1,1,0,2,Baudh
2025-10-31,odisha,bhadrak,53,24,0,77,Bhadrak
2025-10-31,odisha,boudh,18,11,0,29,Boudh
2025-10-31,odisha,cuttack,70,21,1,92,Cuttack
2025-10-31,odisha,debagarh,14,1,0,15,Debagarh
2025-10-31,odisha,dhenkanal,21,6,0,27,Dhenkanal
2025-10-31,odisha,gajapati,19,4,0,23,Gajapati
2025-10-31,odisha,ganjam,78,18,0,96,Ganjam
2025-10-31,odisha,jagatsinghapur,45,8,1,54,Jagatsinghapur
2025-10-31,odisha,jagatsinghpur,8,2,0,10,Jagatsinghpur
2025-10-31,odisha,jajapur,23,9,0,32,Jajapur
2025-10-31,odisha,jajpur,23,4,0,27,JAJPUR
2025-10-31,odisha,jharsuguda,26,0,0,26,Jharsuguda
2025-10-31,odisha,kalahandi,42,25,1,68,Kalahandi
2025-10-31,odisha,kandhamal,41,4,0,45,Kandhamal
2025-10-31,odisha,kendrapara,37,21,0,58,Kendrapara
2025-10-31,odisha,kendujhar,60,17,2,79,Kendujhar
2025-10-31,odisha,khorda,30,19,0,49,Khorda
2025-10-31,odisha,khordha,7,3,0,10,Khordha
2025-10-31,odisha,koraput,29,10,2,41,Koraput
2025-10-31,odisha,malkangiri,11,4,0,15,Malkangiri
2025-10-31,odisha,mayurbhanj,114,47,3,164,Mayurbhanj
2025-10-31,odisha,nabarangapur,54,37,0,91,Nabarangapur
2025-10-31,odisha,nayagarh,25,1,0,26,Nayagarh
2025-10-31,odisha,nuapada,21,5,0,26,Nuapada
2025-10-31,odisha,puri,43,12,0,55,Puri
2025-10-31,odisha,rayagada,22,12,0,34,Rayagada
2025-10-31,odisha,sambalpur,45,7,0,52,Sambalpur
2025-10-31,odisha,sonapur,16,2,0,18,Sonapur
2025-10-31,odisha,subarnapur,2,0,0,2,Subarnapur
2025-10-31,odisha,sundargarh,8,1,0,9,Sundargarh
2025-10-31,odisha,sundergarh,29,12,2,43,Sundergarh
2025-10-31,puducherry,karaikal,13,2,0,15,Karaikal
2025-10-31,puducherry,pondicherry,19,4,0,23,Pondicherry
2025-10-31,puducherry,puducherry,28,3,0,31,Puducherry
2025-10-31,punjab,amritsar,138,26,0,164,Amritsar
2025-10-31,punjab,barnala,49,1,0,50,Barnala
2025-10-31,punjab,bathinda,54,6,0,60,Bathinda
2025-10-31,punjab,faridkot,13,5,0,18,Faridkot
2025-10-31,punjab,fatehgarhsahib,19,2,1,22,Fatehgarh Sahib
2025-10-31,punjab,fazilka,49,7,0,56,Fazilka
2025-10-31,punjab,ferozepur,44,8,0,52,Ferozepur
2025-10-31,punjab,firozpur,5,0,0,5,Firozpur
2025-10-31,punjab,gurdaspur,139,14,0,153,Gurdaspur
2025-10-31,punjab,hoshiarpur,83,4,4,91,Hoshiarpur
2025-10-31,punjab,jalandhar,64,10,8,82,Jalandhar
2025-10-31,punjab,kapurthala,27,1,13,41,Kapurthala
2025-10-31,punjab,ludhiana,116,27,1,144,Ludhiana
2025-10-31,punjab,malerkotla,18,5,0,23,Malerkotla
2025-10-31,punjab,mansa,32,5,4,41,Mansa
2025-10-31,punjab,moga,26,3,3,32,Moga
2025-10-31,punjab,muktsar,7,0,0,7,Muktsar
2025-10-31,punjab,nawanshahr,10,1,0,11,Nawanshahr
2025-10-31,punjab,pathankot,13,1,0,14,Pathankot
2025-10-31,punjab,patiala,64,8,0,72,Patiala
2025-10-31,punjab,rupnagar,37,2,0,39,Rupnagar
2025-10-31,punjab,s.a.snagar(mohali),4,1,0,5,S.A.S Nagar(Mohali)
2025-10-31,punjab,sangrur,62,6,0,68,Sangrur
2025-10-31,punjab,sasnagar(mohali),53,8,2,63,SAS Nagar (Mohali)
2025-10-31,punjab,shaheedbhagatsinghnagar,19,5,0,24,Shaheed Bhagat Singh Nagar
2025-10-31,punjab,srimuktsarsahib,33,4,0,37,Sri Muktsar Sahib
2025-10-31,punjab,tarntaran,77,5,0,82,Tarn Taran
2025-10-31,rajasthan,ajmer,72,36,1,109,Ajmer
2025-10-31,rajasthan,alwar,150,96,2,248,Alwar
2025-10-31,rajasthan,banswara,45,50,0,95,Banswara
2025-10-31,rajasthan,baran,46,27,1,74,Baran
2025-10-31,rajasthan,barmer,136,67,0,203,Barmer
2025-10-31,rajasthan,bharatpur,86,77,0,163,Bharatpur
2025-10-31,rajasthan,bhilwara,64,34,4,102,Bhilwara
2025-10-31,rajasthan,bikaner,59,56,2,117,Bikaner
2025-10-31,rajasthan,bundi,27,14,2,43,Bundi
2025-10-31,rajasthan,chittaurgarh,2,3,0,5,Chittaurgarh
2025-10-31,rajasthan,chittorgarh,33,18,0,51,Chittorgarh
2025-10-31,rajasthan,churu,78,64,0,142,Churu
2025-10-31,rajasthan,dausa,59,36,0,95,Dausa
2025-10-31,rajasthan,deeg,2,1,0,3,Deeg
2025-10-31,rajasthan,dhaulpur,0,1,0,1,Dhaulpur
2025-10-31,rajasthan,dholpur,60,36,1,97,Dholpur
2025-10-31,rajasthan,dungarpur,63,38,0,101,Dungarpur
2025-10-31,rajasthan,ganganagar,50,22,0,72,Ganganagar
2025-10-31,rajasthan,hanumangarh,45,12,0,57,Hanumangarh
2025-10-31,rajasthan,jaipur,182,106,1,289,Jaipur
2025-10-31,rajasthan,jaisalmer,15,9,0,24,Jaisalmer
2025-10-31,rajasthan,jalor,64,69,0,133,Jalor
2025-10-31,rajasthan,jhalawar,67,32,0,99,Jhalawar
2025-10-31,rajasthan,jhunjhunu,2,1,0,3,Jhunjhunu
2025-10-31,rajasthan,jhunjhunun,82,33,0,115,Jhunjhunun
2025-10-31,rajasthan,jodhpur,120,50,2,172,Jodhpur
2025-10-31,rajasthan,karauli,53,52,0,105,Karauli
2025-10-31,rajasthan,kota,41,14,0,55,Kota
2025-10-31,rajasthan,nagaur,104,65,0,169,Nagaur
2025-10-31,rajasthan,pali,37,24,2,63,Pali
2025-10-31,rajasthan,pratapgarh,24,7,0,31,Pratapgarh
2025-10-31,rajasthan,rajsamand,30,13,0,43,Rajsamand
2025-10-31,rajasthan,sawaimadhopur,68,31,0,99,Sawai Madhopur
2025-10-31,rajasthan,sikar,88,44,0,132,Sikar
2025-10-31,rajasthan,sirohi,34,22,0,56,Sirohi
2025-10-31,rajasthan,tonk,32,14,0,46,Tonk
2025-10-31,rajasthan,udaipur,91,94,0,185,Udaipur
2025-10-31,sikkim,east,4,1,0,5,East
2025-10-31,sikkim,eastsikkim,1,4,0,5,East Sikkim
2025-10-31,sikkim,northsikkim,0,1,0,1,North Sikkim
2025-10-31,sikkim,south,1,2,0,3,South
2025-10-31,sikkim,southsikkim,1,1,0,2,South Sikkim
2025-10-31,sikkim,west,1,3,0,4,West
2025-10-31,sikkim,westsikkim,1,0,0,1,West Sikkim
2025-10-31,tamil nadu,ariyalur,60,9,0,69,Ariyalur
2025-10-31,tamil nadu,chengalpattu,7,5,0,12,Chengalpattu
2025-10-31,tamil nadu,chennai,104,24,0,128,Chennai
2025-10-31,tamil nadu,coimbatore,121,29,0,150,Coimbatore
2025-10-31,tamil nadu,cuddalore,109,31,0,140,Cuddalore
2025-10-31,tamil nadu,dharmapuri,69,16,0,85,Dharmapuri
2025-10-31,tamil nadu,dindigul,71,23,0,94,Dindigul
2025-10-31,tamil nadu,erode,75,17,0,92,Erode
2025-10-31,tamil nadu,kallakurichi,17,2,0,19,Kallakurichi
2025-10-31,tamil nadu,kancheepuram,125,56,0,181,Kancheepuram
2025-10-31,tamil nadu,kanniyakumari,31,3,0,34,Kanniyakumari
2025-10-31,tamil nadu,kanyakumari,28,0,0,28,Kanyakumari
2025-10-31,tamil nadu,karur,59,10,0,69,Karur
2025-10-31,tamil nadu,krishnagiri,56,14,0,70,Krishnagiri
2025-10-31,tamil nadu,madurai,134,14,1,149,Madurai
2025-10-31,tamil nadu,mayiladuthurai,10,2,0,12,Mayiladuthurai
2025-10-31,tamil nadu,nagapattinam,44,11,0,55,Nagapattinam
2025-10-31,tamil nadu,namakkal,69,8,0,77,Namakkal
2025-10-31,tamil nadu,perambalur,31,5,0,36,Perambalur
2025-10-31,tamil nadu,pudukkottai,65,31,0,96,Pudukkottai
2025-10-31,tamil nadu,ramanathapuram,47,8,0,55,Ramanathapuram
2025-10-31,tamil nadu,ranipet,2,0,0,2,Ranipet
2025-10-31,tamil nadu,salem,109,31,0,140,Salem
2025-10-31,tamil nadu,sivaganga,53,6,0,59,Sivaganga
2025-10-31,tamil nadu,tenkasi,16,4,0,20,Tenkasi
2025-10-31,tamil nadu,thanjavur,62,22,0,84,Thanjavur
2025-10-31,tamil nadu,theni,42,11,0,53,Theni
2025-10-31,tamil nadu,thenilgiris,15,4,0,19,The Nilgiris
2025-10-31,tamil nadu,thiruvallur,3,2,0,5,Thiruvallur
2025-10-31,tamil nadu,thiruvarur,56,16,0,72,Thiruvarur
2025-10-31,tamil nadu,thoothukkudi,75,17,0,92,Thoothukkudi
2025-10-31,tamil nadu,tiruchirappalli,157,53,0,210,Tiruchirappalli
2025-10-31,tamil nadu,tirunelveli,152,33,0,185,Tirunelveli
2025-10-31,tamil nadu,tirupattur,12,0,0,12,Tirupattur
2025-10-31,tamil nadu,tiruppur,70,15,0,85,Tiruppur
2025-10-31,tamil nadu,tiruvallur,132,40,0,172,Tiruvallur
2025-10-31,tamil nadu,tiruvannamalai,87,6,0,93,Tiruvannamalai
2025-10-31,tamil nadu,vellore,109,14,0,123,Vellore
2025-10-31,tamil nadu,villupuram,105,27,0,132,Villupuram
2025-10-31,tamil nadu,viluppuram,79,14,0,93,Viluppuram
2025-10-31,tamil nadu,virudhunagar,75,23,0,98,Virudhunagar
2025-10-31,telangana,adilabad,22,7,0,29,Adilabad
2025-10-31,telangana,bhadradrikothagudem,42,10,0,52,Bhadradri Kothagudem
2025-10-31,telangana,hanumakonda,4,3,0,7,Hanumakonda
2025-10-31,telangana,hyderabad,188,39,1,228,Hyderabad
2025-10-31,telangana,jagitial,11,1,0,12,Jagitial
2025-10-31,telangana,jangaon,1,0,0,1,Jangaon
2025-10-31,telangana,jangoan,12,0,0,12,Jangoan
2025-10-31,telangana,jayashankarbhupalpally,11,3,0,14,Jayashankar Bhupalpally
2025-10-31,telangana,jogulambagadwal,34,8,0,42,Jogulamba Gadwal
2025-10-31,telangana,k.v.rangareddy,194,55,2,251,K.v. Rangareddy
2025-10-31,telangana,kamareddy,37,2,0,39,Kamareddy
2025-10-31,telangana,karimnagar,58,11,0,69,Karimnagar
2025-10-31,telangana,khammam,42,7,1,50,Khammam
2025-10-31,telangana,komarambheem,11,4,0,15,Komaram Bheem
2025-10-31,telangana,mahabubabad,17,4,0,21,Mahabubabad
2025-10-31,telangana,mahabubnagar,136,50,0,186,Mahabubnagar
2025-10-31,telangana,mancherial,12,1,0,13,Mancherial
2025-10-31,telangana,medak,113,25,0,138,Medak
2025-10-31,telangana,medchal-malkajgiri,41,19,1,61,Medchal-malkajgiri
2025-10-31,telangana,medchal?malkajgiri,1,0,0,1,Medchal?malkajgiri
2025-10-31,telangana,medchal−malkajgiri,4,2,0,6,Medchal−malkajgiri
2025-10-31,telangana,mulugu,3,3,0,6,Mulugu
2025-10-31,telangana,nagarkurnool,14,6,0,20,Nagarkurnool
2025-10-31,telangana,nalgonda,58,16,0,74,Nalgonda
2025-10-31,telangana,narayanpet,29,5,0,34,Narayanpet
2025-10-31,telangana,nirmal,16,1,0,17,Nirmal
2025-10-31,telangana,nizamabad,109,10,0,119,Nizamabad
2025-10-31,telangana,peddapalli,6,1,0,7,Peddapalli
2025-10-31,telangana,rajannasircilla,11,0,0,11,Rajanna Sircilla
2025-10-31,telangana,rangareddy,7,2,0,9,Rangareddy
2025-10-31,telangana,sangareddy,34,8,0,42,Sangareddy
2025-10-31,telangana,siddipet,18,2,0,20,Siddipet
2025-10-31,telangana,suryapet,29,6,0,35,Suryapet
2025-10-31,telangana,vikarabad,35,10,0,45,Vikarabad
2025-10-31,telangana,wanaparthy,28,11,0,39,Wanaparthy
2025-10-31,telangana,warangal,43,9,0,52,Warangal
2025-10-31,telangana,warangalrural,7,0,0,7,Warangal Rural
2025-10-31,telangana,warangalurban,6,3,0,9,Warangal Urban
2025-10-31,telangana,yadadri.,18,1,0,19,Yadadri.
2025-10-31,tripura,dhalai,11,5,0,16,Dhalai
2025-10-31,tripura,gomati,2,3,1,6,Gomati
2025-10-31,tripura,khowai,6,8,8,22,Khowai
2025-10-31,tripura,northtripura,13,3,0,16,North Tripura
2025-10-31,tripura,sepahijala,32,16,0,48,Sepahijala
2025-10-31,tripura,southtripura,28,26,0,54,South Tripura
2025-10-31,tripura,unakoti,1,1,0,2,Unakoti
2025-10-31,tripura,westtripura,53,29,0,82,West Tripura
2025-10-31,uttar pradesh,agra,223,182,6,411,Agra
2025-10-31,uttar pradesh,aligarh,136,173,0,309,Aligarh
2025-10-31,uttar pradesh,allahabad,130,150,15,295,Allahabad
2025-10-31,uttar pradesh,ambedkarnagar,62,81,0,143,Ambedkar Nagar
2025-10-31,uttar pradesh,amethi,53,60,6,119,Amethi
2025-10-31,uttar pradesh,amroha,119,59,0,178,Amroha
2025-10-31,uttar pradesh,auraiya,45,31,0,76,Auraiya
2025-10-31,uttar pradesh,ayodhya,7,8,0,15,Ayodhya
2025-10-31,uttar pradesh,azamgarh,82,220,2,304,Azamgarh
2025-10-31,uttar pradesh,baghpat,69,64,2,135,Baghpat
2025-10-31,uttar pradesh,bahraich,69,142,34,245,Bahraich
2025-10-31,uttar pradesh,ballia,70,118,1,189,Ballia
2025-10-31,uttar pradesh,balrampur,37,122,3,162,Balrampur
2025-10-31,uttar pradesh,banda,77,78,1,156,Banda
2025-10-31,uttar pradesh,barabanki,83,76,3,162,Bara Banki
2025-10-31,uttar pradesh,bareilly,225,150,12,387,Bareilly
2025-10-31,uttar pradesh,basti,66,91,1,158,Basti
2025-10-31,uttar pradesh,bhadohi,1,10,0,11,Bhadohi
2025-10-31,uttar pradesh,bijnor,308,93,0,401,Bijnor
2025-10-31,uttar pradesh,budaun,93,125,8,226,Budaun
2025-10-31,uttar pradesh,bulandshahar,6,0,0,6,Bulandshahar
2025-10-31,uttar pradesh,bulandshahr,172,137,10,319,Bulandshahr
2025-10-31,uttar pradesh,chandauli,49,35,4,88,Chandauli
2025-10-31,uttar pradesh,chitrakoot,41,48,0,89,Chitrakoot
2025-10-31,uttar pradesh,deoria,62,71,0,133,Deoria
2025-10-31,uttar pradesh,etah,56,39,2,97,Etah
2025-10-31,uttar pradesh,etawah,74,41,0,115,Etawah
2025-10-31,uttar pradesh,faizabad,62,50,0,112,Faizabad
2025-10-31,uttar pradesh,farrukhabad,61,72,2,135,Farrukhabad
2025-10-31,uttar pradesh,fatehpur,80,96,1,177,Fatehpur
2025-10-31,uttar pradesh,firozabad,105,88,0,193,Firozabad
2025-10-31,uttar pradesh,gautambuddhanagar,104,78,1,183,Gautam Buddha Nagar
2025-10-31,uttar pradesh,ghaziabad,177,150,1,328,Ghaziabad
2025-10-31,uttar pradesh,ghazipur,53,136,1,190,Ghazipur
2025-10-31,uttar pradesh,gonda,77,96,2,175,Gonda
2025-10-31,uttar pradesh,gorakhpur,77,119,3,199,Gorakhpur
2025-10-31,uttar pradesh,hamirpur,43,39,6,88,Hamirpur
2025-10-31,uttar pradesh,hapur,65,44,1,110,Hapur
2025-10-31,uttar pradesh,hardoi,181,182,10,373,Hardoi
2025-10-31,uttar pradesh,hathras,46,46,2,94,Hathras
2025-10-31,uttar pradesh,jalaun,35,38,1,74,Jalaun
2025-10-31,uttar pradesh,jaunpur,88,190,1,279,Jaunpur
2025-10-31,uttar pradesh,jhansi,57,53,0,110,Jhansi
2025-10-31,uttar pradesh,jyotibaphulenagar,1,0,0,1,Jyotiba Phule Nagar
2025-10-31,uttar pradesh,kannauj,46,37,2,85,Kannauj
2025-10-31,uttar pradesh,kanpurdehat,42,37,1,80,Kanpur Dehat
2025-10-31,uttar pradesh,kanpurnagar,167,147,14,328,Kanpur Nagar
2025-10-31,uttar pradesh,kasganj,62,57,6,125,Kasganj
2025-10-31,uttar pradesh,kaushambi,62,56,0,118,Kaushambi
2025-10-31,uttar pradesh,kheri,139,209,5,353,Kheri
2025-10-31,uttar pradesh,kushinagar,46,71,0,117,Kushinagar
2025-10-31,uttar pradesh,lalitpur,40,24,0,64,Lalitpur
2025-10-31,uttar pradesh,lucknow,272,193,2,467,Lucknow
2025-10-31,uttar pradesh,maharajganj,41,73,9,123,Maharajganj
2025-10-31,uttar pradesh,mahoba,39,10,0,49,Mahoba
2025-10-31,uttar pradesh,mahrajganj,0,2,0,2,Mahrajganj
2025-10-31,uttar pradesh,mainpuri,82,140,5,227,Mainpuri
2025-10-31,uttar pradesh,mathura,120,126,1,247,Mathura
2025-10-31,uttar pradesh,mau,83,142,2,227,Mau
2025-10-31,uttar pradesh,meerut,294,206,3,503,Meerut
2025-10-31,uttar pradesh,mirzapur,50,60,0,110,Mirzapur
2025-10-31,uttar pradesh,moradabad,162,58,0,220,Moradabad
2025-10-31,uttar pradesh,muzaffarnagar,114,120,0,234,Muzaffarnagar
2025-10-31,uttar pradesh,pilibhit,90,68,5,163,Pilibhit
2025-10-31,uttar pradesh,pratapgarh,70,86,0,156,Pratapgarh
2025-10-31,uttar pradesh,prayagraj,13,17,9,39,Prayagraj
2025-10-31,uttar pradesh,raebareli,123,102,1,226,Rae Bareli
2025-10-31,uttar pradesh,rampur,121,99,1,221,Rampur
2025-10-31,uttar pradesh,saharanpur,217,102,1,320,Saharanpur
2025-10-31,uttar pradesh,sambhal,81,59,3,143,Sambhal
2025-10-31,uttar pradesh,santkabirnagar,58,47,3,108,Sant Kabir Nagar
2025-10-31,uttar pradesh,santravidasnagar,36,68,0,104,Sant Ravidas Nagar
2025-10-31,uttar pradesh,shahjahanpur,102,89,4,195,Shahjahanpur
2025-10-31,uttar pradesh,shamli,94,35,0,129,Shamli
2025-10-31,uttar pradesh,shrawasti,23,74,4,101,Shrawasti
2025-10-31,uttar pradesh,siddharthnagar,33,110,3,146,Siddharthnagar
2025-10-31,uttar pradesh,sitapur,127,92,19,238,Sitapur
2025-10-31,uttar pradesh,sonbhadra,27,21,0,48,Sonbhadra
2025-10-31,uttar pradesh,sultanpur,74,92,8,174,Sultanpur
2025-10-31,uttar pradesh,unnao,75,97,1,173,Unnao
2025-10-31,uttar pradesh,varanasi,109,136,1,246,Varanasi
2025-10-31,uttarakhand,almora,29,1,0,30,Almora
2025-10-31,uttarakhand,bageshwar,19,2,0,21,Bageshwar
2025-10-31,uttarakhand,chamoli,42,0,0,42,Chamoli
2025-10-31,uttarakhand,champawat,37,0,0,37,Champawat
2025-10-31,uttarakhand,dehradun,119,22,0,141,Dehradun
2025-10-31,uttarakhand,garhwal,0,1,0,1,Garhwal
2025-10-31,uttarakhand,hardwar,3,1,0,4,Hardwar
2025-10-31,uttarakhand,haridwar,88,32,0,120,Haridwar
2025-10-31,uttarakhand,nainital,84,13,0,97,Nainital
2025-10-31,uttarakhand,paurigarhwal,55,3,0,58,Pauri Garhwal
2025-10-31,uttarakhand,pithoragarh,28,4,0,32,Pithoragarh
2025-10-31,uttarakhand,rudraprayag,25,0,0,25,Rudraprayag
2025-10-31,uttarakhand,tehrigarhwal,46,9,0,55,Tehri Garhwal
2025-10-31,uttarakhand,udhamsinghnagar,121,40,0,161,Udham Singh Nagar
2025-10-31,uttarakhand,uttarkashi,25,2,0,27,Uttarkashi
2025-10-31,west bengal,alipurduar,10,8,0,18,Alipurduar
2025-10-31,west bengal,bankura,186,53,0,239,Bankura
2025-10-31,west bengal,barddhaman,210,45,0,255,Barddhaman
2025-10-31,west bengal,bardhaman,27,12,0,39,Bardhaman
2025-10-31,west bengal,birbhum,182,41,0,223,Birbhum
2025-10-31,west bengal,coochbehar,100,39,0,139,Cooch Behar
2025-10-31,west bengal,dakshindinajpur,96,22,0,118,Dakshin Dinajpur
2025-10-31,west bengal,darjeeling,43,30,2,75,Darjeeling
2025-10-31,west bengal,darjiling,11,0,0,11,Darjiling
2025-10-31,west bengal,eastmidnapore,37,3,1,41,East Midnapore
2025-10-31,west bengal,haora,31,17,0,48,Haora
2025-10-31,west bengal,hawrah,1,0,0,1,Hawrah
2025-10-31,west bengal,hooghly,175,65,0,240,Hooghly
2025-10-31,west bengal,howrah,133,56,0,189,Howrah
2025-10-31,west bengal,hugli,4,2,0,6,Hugli
2025-10-31,west bengal,jalpaiguri,50,45,1,96,Jalpaiguri
2025-10-31,west bengal,jhargram,7,1,0,8,Jhargram
2025-10-31,west bengal,kalimpong,2,1,0,3,Kalimpong
2025-10-31,west bengal,kochbihar,40,28,1,69,Koch Bihar
2025-10-31,west bengal,kolkata,94,88,0,182,Kolkata
2025-10-31,west bengal,malda,223,88,0,311,Malda
2025-10-31,west bengal,maldah,33,18,0,51,Maldah
2025-10-31,west bengal,medinipur,0,2,0,2,Medinipur
2025-10-31,west bengal,murshidabad,480,120,2,602,Murshidabad
2025-10-31,west bengal,nadia,184,67,6,257,Nadia
2025-10-31,west bengal,north24parganas,335,112,7,454,North 24 Parganas
2025-10-31,west bengal,northdinajpur,2,2,0,4,North Dinajpur
2025-10-31,west bengal,northtwentyfourparganas,24,8,0,32,North Twenty Four Parganas
2025-10-31,west bengal,paschimbardhaman,14,4,2,20,Paschim Bardhaman
2025-10-31,west bengal,paschimmedinipur,270,85,0,355,Paschim Medinipur
2025-10-31,west bengal,purbabardhaman,36,13,0,49,Purba Bardhaman
2025-10-31,west bengal,purbamedinipur,210,23,2,235,Purba Medinipur
2025-10-31,west bengal,purulia,9,7,0,16,Purulia
2025-10-31,west bengal,puruliya,137,62,0,199,Puruliya
2025-10-31,west bengal,south24parganas,581,221,0,802,South 24 Parganas
2025-10-31,west bengal,southdinajpur,7,2,0,9,South Dinajpur
2025-10-31,west bengal,southtwentyfourparganas,65,24,1,90,South Twenty Four Parganas
2025-10-31,west bengal,uttardinajpur,321,119,3,443,Uttar Dinajpur
2025-10-31,west bengal,westmidnapore,40,24,0,64,West Midnapore
2025-11-01,andaman and nicobar islands,andamans,1,0,0,1,Andamans
2025-11-01,andaman and nicobar islands,southandaman,2,0,0,2,South Andaman
2025-11-01,andhra pradesh,adilabad,16,1,0,17,Adilabad
