year_month,state_final,district_norm,demo_age_5_17,demo_age_17_,total_demographic_updates
2025-09,uttar pradesh,siddharthnagar,3059,14121,17180
2025-09,uttar pradesh,sitapur,3762,26852,30614
2025-09,uttar pradesh,sonbhadra,2224,11812,14036
2025-09,uttar pradesh,sultanpur,3438,14546,17984
2025-09,uttar pradesh,unnao,2769,18785,21554
2025-09,uttar pradesh,varanasi,4037,21494,25531
2025-09,uttarakhand,almora,333,1958,2291
2025-09,uttarakhand,bageshwar,251,892,1143
2025-09,uttarakhand,chamoli,233,1577,1810
2025-09,uttarakhand,champawat,220,1333,1553
2025-09,uttarakhand,dehradun,768,7514,8282
2025-09,uttarakhand,garhwal,2,99,101
2025-09,uttarakhand,hardwar,14,255,269
2025-09,uttarakhand,haridwar,1186,9766,10952
2025-09,uttarakhand,nainital,572,4206,4778
2025-09,uttarakhand,pauri garhwal,373,3171,3544
2025-09,uttarakhand,pithoragarh,283,1706,1989
2025-09,uttarakhand,rudraprayag,164,849,1013
2025-09,uttarakhand,tehri garhwal,461,4255,4716
2025-09,uttarakhand,udham singh nagar,1136,9297,10433
2025-09,uttarakhand,uttarkashi,289,1175,1464
2025-09,west bengal,alipurduar,392,2487,2879
2025-09,west bengal,bankura,2421,32028,34449
2025-09,west bengal,barddhaman,2967,42314,45281
2025-09,west bengal,bardhaman,80,6104,6184
2025-09,west bengal,birbhum,2649,32888,35537
2025-09,west bengal,cooch behar,3149,27460,30609
2025-09,west bengal,dakshin dinajpur,1289,21352,22641
2025-09,west bengal,darjeeling,509,8955,9464
2025-09,west bengal,darjiling,5,1946,1951
2025-09,west bengal,east midnapore,189,4705,4894
2025-09,west bengal,east midnapur,0,5,5
2025-09,west bengal,haora,108,8473,8581
2025-09,west bengal,hawrah,0,7,7
2025-09,west bengal,hooghiy,0,2,2
2025-09,west bengal,hooghly,2056,36529,38585
2025-09,west bengal,howrah,1184,19874,21058
2025-09,west bengal,hugli,7,283,290
2025-09,west bengal,jalpaiguri,2335,52821,55156
2025-09,west bengal,jhargram,133,1403,1536
2025-09,west bengal,kalimpong,41,383,424
2025-09,west bengal,koch bihar,132,18206,18338
2025-09,west bengal,kolkata,664,17467,18131
2025-09,west bengal,malda,3033,35040,38073
2025-09,west bengal,maldah,128,5833,5961
2025-09,west bengal,medinipur,2,48,50
2025-09,west bengal,murshidabad,6339,69409,75748
2025-09,west bengal,nadia,2492,40971,43463
2025-09,west bengal,north 24 parganas,3216,56583,59799
2025-09,west bengal,north dinajpur,31,1572,1603
2025-09,west bengal,north twenty four parganas,84,4879,4963
2025-09,west bengal,paschim bardhaman,231,2572,2803
2025-09,west bengal,paschim medinipur,3465,47504,50969
2025-09,west bengal,purba bardhaman,377,3619,3996
2025-09,west bengal,purba medinipur,1804,15824,17628
2025-09,west bengal,purulia,84,1943,2027
2025-09,west bengal,puruliya,2755,35392,38147
2025-09,west bengal,south 24 pargana,0,7,7
2025-09,west bengal,south 24 parganas,4623,68404,73027
2025-09,west bengal,south dinajpur,15,2093,2108
2025-09,west bengal,south dumdum(m),0,2,2
2025-09,west bengal,south twenty four parganas,177,9537,9714
2025-09,west bengal,uttar dinajpur,3061,47882,50943
2025-09,west bengal,west medinipur,0,6,6
2025-09,west bengal,west midnapore,131,7327,7458
2025-10,Unknown/Invalid,raipur,0,2,2
2025-10,andaman and nicobar islands,andamans,2,73,75
2025-10,andaman and nicobar islands,nicobar,9,50,59
2025-10,andaman and nicobar islands,north and middle andaman,8,141,149
2025-10,andaman and nicobar islands,south andaman,56,342,398
2025-10,andhra pradesh,adilabad,459,4477,4936
2025-10,andhra pradesh,alluri sitharama raju,195,1360,1555
2025-10,andhra pradesh,anakapalli,240,1194,1434
2025-10,andhra pradesh,anantapur,2087,7830,9917
2025-10,andhra pradesh,ananthapur,2069,2703,4772
2025-10,andhra pradesh,ananthapuramu,1164,3569,4733
2025-10,andhra pradesh,annamayya,441,1920,2361
2025-10,andhra pradesh,bapatla,202,1004,1206
2025-10,andhra pradesh,chittoor,4209,11611,15820
2025-10,andhra pradesh,cuddapah,1967,10484,12451
2025-10,andhra pradesh,dr. b. r. ambedkar konaseema,264,1313,1577
2025-10,andhra pradesh,east godavari,3003,13419,16422
2025-10,andhra pradesh,eluru,408,1983,2391
2025-10,andhra pradesh,guntur,3160,13539,16699
2025-10,andhra pradesh,hyderabad,707,4033,4740
2025-10,andhra pradesh,k.v. rangareddy,9,30,39
2025-10,andhra pradesh,k.v.rangareddy,7,85,92
2025-10,andhra pradesh,kakinada,370,1989,2359
2025-10,andhra pradesh,karim nagar,14,181,195
2025-10,andhra pradesh,karimnagar,193,1496,1689
2025-10,andhra pradesh,khammam,1014,4804,5818
2025-10,andhra pradesh,krishna,2322,10167,12489
2025-10,andhra pradesh,kurnool,3142,11947,15089
2025-10,andhra pradesh,mahabub nagar,68,2547,2615
2025-10,andhra pradesh,mahabubnagar,4,15,19
2025-10,andhra pradesh,mahbubnagar,232,1517,1749
2025-10,andhra pradesh,medak,323,1713,2036
2025-10,andhra pradesh,n. t. r,457,2417,2874
2025-10,andhra pradesh,nalgonda,295,5097,5392
2025-10,andhra pradesh,nandyal,299,1512,1811
2025-10,andhra pradesh,nellore,1122,7225,8347
2025-10,andhra pradesh,nizamabad,122,756,878
2025-10,andhra pradesh,palnadu,331,1389,1720
2025-10,andhra pradesh,parvathipuram manyam,214,886,1100
2025-10,andhra pradesh,prakasam,2312,11395,13707
2025-10,andhra pradesh,rangareddi,607,2654,3261
2025-10,andhra pradesh,sri potti sriramulu nellore,275,1569,1844
2025-10,andhra pradesh,sri sathya sai,396,1628,2024
2025-10,andhra pradesh,srikakulam,3065,7763,10828
2025-10,andhra pradesh,tirupati,350,1617,1967
2025-10,andhra pradesh,visakhapatnam,2007,10396,12403
2025-10,andhra pradesh,vizianagaram,1528,6242,7770
2025-10,andhra pradesh,warangal,629,4165,4794
2025-10,andhra pradesh,west godavari,1635,9707,11342
2025-10,andhra pradesh,y. s. r,309,1609,1918
2025-10,arunachal pradesh,anjaw,20,50,70
2025-10,arunachal pradesh,changlang,72,477,549
2025-10,arunachal pradesh,dibang valley,9,10,19
2025-10,arunachal pradesh,east kameng,53,190,243
2025-10,arunachal pradesh,east siang,93,406,499
2025-10,arunachal pradesh,kamle,8,8,16
2025-10,arunachal pradesh,kra daadi,27,48,75
2025-10,arunachal pradesh,kurung kumey,20,34,54
2025-10,arunachal pradesh,leparada,2,0,2
2025-10,arunachal pradesh,lohit,26,171,197
2025-10,arunachal pradesh,longding,37,107,144
2025-10,arunachal pradesh,lower dibang valley,43,139,182
2025-10,arunachal pradesh,lower siang,7,26,33
2025-10,arunachal pradesh,lower subansiri,36,217,253
2025-10,arunachal pradesh,namsai,35,196,231
2025-10,arunachal pradesh,pakke kessang,2,19,21
2025-10,arunachal pradesh,papum pare,144,528,672
2025-10,arunachal pradesh,shi-yomi,9,21,30
2025-10,arunachal pradesh,siang,25,80,105
2025-10,arunachal pradesh,tawang,33,92,125
2025-10,arunachal pradesh,tirap,11,107,118
2025-10,arunachal pradesh,upper siang,46,240,286
2025-10,arunachal pradesh,upper subansiri,54,109,163
2025-10,arunachal pradesh,west kameng,81,321,402
2025-10,arunachal pradesh,west siang,59,287,346
2025-10,assam,bajali,3,82,85
2025-10,assam,baksa,108,1777,1885
2025-10,assam,barpeta,540,6060,6600
2025-10,assam,biswanath,78,1331,1409
2025-10,assam,bongaigaon,278,2713,2991
2025-10,assam,cachar,672,7908,8580
2025-10,assam,charaideo,89,1666,1755
2025-10,assam,chirang,140,1945,2085
2025-10,assam,darrang,441,3962,4403
2025-10,assam,dhemaji,248,3376,3624
2025-10,assam,dhubri,611,7475,8086
2025-10,assam,dibrugarh,250,3338,3588
2025-10,assam,dima hasao,1,35,36
2025-10,assam,goalpara,352,3851,4203
2025-10,assam,golaghat,223,3544,3767
2025-10,assam,hailakandi,335,3019,3354
2025-10,assam,hojai,196,2536,2732
2025-10,assam,jorhat,166,2942,3108
2025-10,assam,kamrup,372,5986,6358
2025-10,assam,kamrup metro,264,2486,2750
2025-10,assam,karbi anglong,284,5265,5549
2025-10,assam,karimganj,508,6042,6550
2025-10,assam,kokrajhar,121,2278,2399
2025-10,assam,lakhimpur,352,4488,4840
2025-10,assam,majuli,37,539,576
2025-10,assam,marigaon,464,4281,4745
2025-10,assam,nagaon,869,13172,14041
2025-10,assam,nalbari,199,2402,2601
2025-10,assam,north cachar hills,29,503,532
2025-10,assam,sibsagar,150,2287,2437
2025-10,assam,sonitpur,347,5826,6173
2025-10,assam,south salmara mankachar,100,1362,1462
2025-10,assam,sribhumi,33,669,702
2025-10,assam,tamulpur district,12,217,229
2025-10,assam,tinsukia,230,6292,6522
2025-10,assam,udalguri,143,2123,2266
2025-10,assam,west karbi anglong,7,152,159
2025-10,bihar,araria,1039,24302,25341
2025-10,bihar,arwal,266,2423,2689
2025-10,bihar,aurangabad,1375,10060,11435
2025-10,bihar,aurangabad(bh),4,106,110
2025-10,bihar,banka,828,10514,11342
2025-10,bihar,begusarai,1376,13140,14516
2025-10,bihar,bhabua,0,19,19
2025-10,bihar,bhagalpur,1514,16343,17857
2025-10,bihar,bhojpur,1404,13499,14903
2025-10,bihar,buxar,1056,9107,10163
2025-10,bihar,darbhanga,1474,18293,19767
2025-10,bihar,east champaran,2103,29185,31288
2025-10,bihar,gaya,2143,17755,19898
2025-10,bihar,gopalganj,978,13248,14226
2025-10,bihar,jamui,691,7372,8063
2025-10,bihar,jehanabad,576,4446,5022
2025-10,bihar,kaimur (bhabua),846,8442,9288
2025-10,bihar,katihar,1219,23117,24336
2025-10,bihar,khagaria,811,7267,8078
2025-10,bihar,kishanganj,778,15828,16606
2025-10,bihar,lakhisarai,537,5356,5893
2025-10,bihar,madhepura,959,13529,14488
2025-10,bihar,madhubani,1700,20574,22274
2025-10,bihar,monghyr,1,38,39
2025-10,bihar,munger,409,4731,5140
2025-10,bihar,muzaffarpur,1630,22095,23725
2025-10,bihar,nalanda,1686,14627,16313
2025-10,bihar,nawada,900,9677,10577
2025-10,bihar,pashchim champaran,2,197,199
2025-10,bihar,patna,2345,26942,29287
2025-10,bihar,purba champaran,3,153,156
2025-10,bihar,purnea,4,471,475
2025-10,bihar,purnia,1304,20848,22152
2025-10,bihar,rohtas,1520,15316,16836
2025-10,bihar,saharsa,785,8967,9752
2025-10,bihar,samastipur,1683,19344,21027
2025-10,bihar,samstipur,2,75,77
2025-10,bihar,saran,1891,19284,21175
2025-10,bihar,sheikhpura,263,2729,2992
2025-10,bihar,sheikpura,0,21,21
2025-10,bihar,sheohar,318,3675,3993
2025-10,bihar,sitamarhi,1349,16518,17867
2025-10,bihar,siwan,1216,15911,17127
2025-10,bihar,supaul,911,14789,15700
2025-10,bihar,vaishali,1459,17042,18501
2025-10,bihar,west champaran,2197,35208,37405
2025-10,chandigarh,chandigarh,348,3424,3772
2025-10,chandigarh,rupnagar,0,4,4
2025-10,chhattisgarh,balod,221,3783,4004
2025-10,chhattisgarh,baloda bazar,567,9570,10137
2025-10,chhattisgarh,balrampur,175,2826,3001
2025-10,chhattisgarh,bastar,555,6911,7466
2025-10,chhattisgarh,bemetara,250,4595,4845
2025-10,chhattisgarh,bijapur,106,1040,1146
2025-10,chhattisgarh,bilaspur,874,11242,12116
2025-10,chhattisgarh,dakshin bastar dantewada,89,433,522
2025-10,chhattisgarh,dantewada,53,148,201
2025-10,chhattisgarh,dhamtari,198,3329,3527
2025-10,chhattisgarh,durg,450,4382,4832
2025-10,chhattisgarh,gariyaband,161,2864,3025
2025-10,chhattisgarh,gaurela-pendra-marwahi,54,354,408
2025-10,chhattisgarh,janjgir - champa,0,33,33
2025-10,chhattisgarh,janjgir champa,0,31,31
2025-10,chhattisgarh,janjgir-champa,582,11563,12145
2025-10,chhattisgarh,jashpur,519,5123,5642
2025-10,chhattisgarh,kabeerdham,218,1621,1839
2025-10,chhattisgarh,kanker,193,2236,2429
2025-10,chhattisgarh,kawardha,376,5476,5852
2025-10,chhattisgarh,khairagarh chhuikhadan gandai,49,457,506
2025-10,chhattisgarh,kondagaon,167,2719,2886
2025-10,chhattisgarh,korba,367,6407,6774
2025-10,chhattisgarh,koriya,239,3677,3916
2025-10,chhattisgarh,mahasamund,242,4566,4808
2025-10,chhattisgarh,manendragarh–chirmiri–bharatpur,32,608,640
2025-10,chhattisgarh,mohalla-manpur-ambagarh chowki,2,8,10
2025-10,chhattisgarh,mohla-manpur-ambagarh chouki,184,995,1179
2025-10,chhattisgarh,mungeli,261,4045,4306
2025-10,chhattisgarh,narayanpur,91,483,574
2025-10,chhattisgarh,raigarh,327,10320,10647
2025-10,chhattisgarh,raipur,538,5263,5801
2025-10,chhattisgarh,rajnandgaon,468,5503,5971
2025-10,chhattisgarh,sakti,92,902,994
2025-10,chhattisgarh,sarangarh-bilaigarh,69,683,752
2025-10,chhattisgarh,sukma,122,1277,1399
2025-10,chhattisgarh,surajpur,291,4820,5111
2025-10,chhattisgarh,surguja,442,8435,8877
2025-10,chhattisgarh,uttar bastar kanker,93,1136,1229
2025-10,dadra and nagar haveli and daman and diu,dadra & nagar haveli,8,29,37
2025-10,dadra and nagar haveli and daman and diu,dadra and nagar haveli,197,663,860
2025-10,dadra and nagar haveli and daman and diu,daman,28,294,322
2025-10,dadra and nagar haveli and daman and diu,diu,17,116,133
2025-10,delhi,central delhi,150,1942,2092
2025-10,delhi,east delhi,563,4939,5502
2025-10,delhi,najafgarh,0,31,31
2025-10,delhi,new delhi,30,278,308
2025-10,delhi,north delhi,253,2310,2563
2025-10,delhi,north east,51,1185,1236
2025-10,delhi,north east delhi,516,3737,4253
2025-10,delhi,north west delhi,1081,9489,10570
2025-10,delhi,shahdara,71,904,975
2025-10,delhi,south delhi,690,8440,9130
2025-10,delhi,south east delhi,17,133,150
2025-10,delhi,south west delhi,786,6428,7214
2025-10,delhi,west delhi,801,7870,8671
2025-10,goa,bardez,1,4,5
2025-10,goa,bicholim,0,2,2
2025-10,goa,north goa,187,2116,2303
2025-10,goa,south goa,143,1737,1880
2025-10,gujarat,ahmadabad,48,817,865
2025-10,gujarat,ahmedabad,1935,13117,15052
2025-10,gujarat,amreli,181,1846,2027
2025-10,gujarat,anand,339,2670,3009
2025-10,gujarat,arvalli,116,532,648
2025-10,gujarat,banas kantha,14,38,52
2025-10,gujarat,banaskantha,608,4664,5272
2025-10,gujarat,bharuch,371,2724,3095
2025-10,gujarat,bhavnagar,485,3762,4247
2025-10,gujarat,botad,114,562,676
2025-10,gujarat,chhotaudepur,138,608,746
2025-10,gujarat,dahod,343,2621,2964
2025-10,gujarat,devbhumi dwarka,59,497,556
2025-10,gujarat,dohad,58,539,597
2025-10,gujarat,gandhinagar,283,2442,2725
2025-10,gujarat,gir somnath,189,939,1128
2025-10,gujarat,jamnagar,332,3173,3505
2025-10,gujarat,junagadh,279,2623,2902
2025-10,gujarat,kachchh,416,3531,3947
2025-10,gujarat,kheda,411,3172,3583
2025-10,gujarat,mahesana,310,2681,2991
2025-10,gujarat,mahisagar,69,624,693
2025-10,gujarat,morbi,192,1009,1201
2025-10,gujarat,narmada,99,596,695
2025-10,gujarat,navsari,253,2142,2395
2025-10,gujarat,panch mahals,2,51,53
2025-10,gujarat,panchmahals,231,2669,2900
2025-10,gujarat,patan,248,2290,2538
2025-10,gujarat,porbandar,133,1245,1378
2025-10,gujarat,rajkot,532,6207,6739
2025-10,gujarat,sabar kantha,11,84,95
2025-10,gujarat,sabarkantha,333,2727,3060
2025-10,gujarat,surat,1464,14611,16075
2025-10,gujarat,surendra nagar,218,2139,2357
2025-10,gujarat,surendranagar,0,97,97
2025-10,gujarat,tapi,213,758,971
2025-10,gujarat,the dangs,96,683,779
2025-10,gujarat,vadodara,940,6531,7471
2025-10,gujarat,valsad,453,2514,2967
2025-10,haryana,ambala,238,2310,2548
2025-10,haryana,bhiwani,329,3300,3629
2025-10,haryana,charkhi dadri,160,1014,1174
2025-10,haryana,faridabad,793,6845,7638
2025-10,haryana,fatehabad,280,2204,2484
2025-10,haryana,gurgaon,779,6584,7363
2025-10,haryana,hisar,500,4546,5046
2025-10,haryana,jhajjar,254,2445,2699
2025-10,haryana,jind,281,2962,3243
2025-10,haryana,kaithal,285,1987,2272
2025-10,haryana,karnal,436,2639,3075
2025-10,haryana,kurukshetra,231,1969,2200
2025-10,haryana,mahendragarh,226,1924,2150
2025-10,haryana,mewat,350,4626,4976
2025-10,haryana,palwal,417,4097,4514
2025-10,haryana,panchkula,272,2045,2317
2025-10,haryana,panipat,444,3216,3660
2025-10,haryana,rewari,391,3439,3830
2025-10,haryana,rohtak,247,1551,1798
2025-10,haryana,sirsa,326,3998,4324
2025-10,haryana,sonipat,432,3355,3787
2025-10,haryana,yamuna nagar,333,3100,3433
2025-10,haryana,yamunanagar,3,61,64
2025-10,himachal pradesh,bilaspur,125,600,725
2025-10,himachal pradesh,chamba,288,1793,2081
2025-10,himachal pradesh,hamirpur,99,825,924
2025-10,himachal pradesh,kangra,429,3302,3731
2025-10,himachal pradesh,kinnaur,27,129,156
2025-10,himachal pradesh,kullu,144,1053,1197
2025-10,himachal pradesh,lahaul and spiti,0,5,5
2025-10,himachal pradesh,lahul & spiti,0,55,55
2025-10,himachal pradesh,lahul and spiti,11,27,38
2025-10,himachal pradesh,mandi,293,1590,1883
2025-10,himachal pradesh,shimla,207,1430,1637
2025-10,himachal pradesh,sirmaur,185,1127,1312
2025-10,himachal pradesh,solan,147,883,1030
2025-10,himachal pradesh,una,120,933,1053
2025-10,jammu and kashmir,anantnag,392,2718,3110
2025-10,jammu and kashmir,badgam,64,1015,1079
2025-10,jammu and kashmir,bandipore,206,982,1188
2025-10,jammu and kashmir,baramula,303,2244,2547
2025-10,jammu and kashmir,budgam,238,370,608
2025-10,jammu and kashmir,doda,101,1279,1380
2025-10,jammu and kashmir,ganderbal,82,560,642
2025-10,jammu and kashmir,jammu,253,3738,3991
2025-10,jammu and kashmir,kargil,46,133,179
2025-10,jammu and kashmir,kathua,144,1656,1800
2025-10,jammu and kashmir,kishtwar,52,343,395
2025-10,jammu and kashmir,kulgam,126,421,547
2025-10,jammu and kashmir,kupwara,458,2474,2932
2025-10,jammu and kashmir,leh,32,125,157
2025-10,jammu and kashmir,leh (ladakh),2,1,3
2025-10,jammu and kashmir,pulwama,204,1158,1362
2025-10,jammu and kashmir,punch,247,1195,1442
2025-10,jammu and kashmir,rajouri,191,1588,1779
2025-10,jammu and kashmir,ramban,174,492,666
2025-10,jammu and kashmir,reasi,104,660,764
2025-10,jammu and kashmir,samba,48,357,405
2025-10,jammu and kashmir,shupiyan,155,484,639
2025-10,jammu and kashmir,srinagar,312,4323,4635
2025-10,jammu and kashmir,udhampur,96,1440,1536
2025-10,jharkhand,bokaro,443,4406,4849
2025-10,jharkhand,chatra,356,3058,3414
2025-10,jharkhand,deoghar,396,4288,4684
2025-10,jharkhand,dhanbad,631,6688,7319
2025-10,jharkhand,dumka,417,5518,5935
2025-10,jharkhand,east singhbhum,378,4670,5048
2025-10,jharkhand,garhwa,399,3586,3985
2025-10,jharkhand,garhwa *,8,381,389
2025-10,jharkhand,giridih,836,6447,7283
2025-10,jharkhand,godda,407,6352,6759
2025-10,jharkhand,gumla,447,4630,5077
2025-10,jharkhand,hazaribag,31,818,849
2025-10,jharkhand,hazaribagh,585,4334,4919
2025-10,jharkhand,jamtara,200,3598,3798
2025-10,jharkhand,khunti,158,2234,2392
2025-10,jharkhand,kodarma,25,338,363
2025-10,jharkhand,koderma,199,1539,1738
2025-10,jharkhand,latehar,238,2516,2754
2025-10,jharkhand,lohardaga,143,1265,1408
2025-10,jharkhand,pakaur,30,361,391
2025-10,jharkhand,pakur,336,4540,4876
2025-10,jharkhand,palamau,15,327,342
2025-10,jharkhand,palamu,781,6917,7698
2025-10,jharkhand,pashchimi singhbhum,30,1344,1374
2025-10,jharkhand,purbi singhbhum,10,635,645
2025-10,jharkhand,ramgarh,237,2553,2790
2025-10,jharkhand,ranchi,764,7211,7975
2025-10,jharkhand,sahebganj,584,7394,7978
2025-10,jharkhand,sahibganj,15,228,243
2025-10,jharkhand,seraikela-kharsawan,262,3838,4100
2025-10,jharkhand,simdega,190,2408,2598
2025-10,jharkhand,west singhbhum,533,6779,7312
2025-10,karnataka,bagalkot,1221,4414,5635
2025-10,karnataka,bagalkot *,32,203,235
2025-10,karnataka,ballari,295,1394,1689
2025-10,karnataka,bangalore,535,7550,8085
2025-10,karnataka,bangalore rural,379,3078,3457
2025-10,karnataka,belagavi,921,4242,5163
2025-10,karnataka,belgaum,1026,6836,7862
2025-10,karnataka,bellary,455,3322,3777
2025-10,karnataka,bengaluru,2839,20811,23650
2025-10,karnataka,bengaluru rural,2,11,13
2025-10,karnataka,bengaluru south,68,567,635
2025-10,karnataka,bidar,656,3831,4487
2025-10,karnataka,bijapur,385,3243,3628
2025-10,karnataka,chamarajanagar,19,191,210
2025-10,karnataka,chamarajanagar *,0,3,3
2025-10,karnataka,chamrajanagar,255,1636,1891
2025-10,karnataka,chamrajnagar,25,293,318
2025-10,karnataka,chickmagalur,147,1509,1656
2025-10,karnataka,chikkaballapur,394,2840,3234
2025-10,karnataka,chikkamagaluru,155,958,1113
2025-10,karnataka,chikmagalur,11,133,144
2025-10,karnataka,chitradurga,538,3874,4412
2025-10,karnataka,dakshina kannada,1158,6014,7172
2025-10,karnataka,davanagere,30,489,519
2025-10,karnataka,davangere,541,2872,3413
2025-10,karnataka,dharwad,659,3598,4257
2025-10,karnataka,gadag,571,2421,2992
2025-10,karnataka,gadag *,23,121,144
2025-10,karnataka,gulbarga,373,3310,3683
2025-10,karnataka,hasan,93,1514,1607
2025-10,karnataka,hassan,496,2935,3431
2025-10,karnataka,haveri,717,3465,4182
2025-10,karnataka,haveri *,16,96,112
2025-10,karnataka,kalaburagi,586,2771,3357
2025-10,karnataka,kodagu,205,1652,1857
2025-10,karnataka,kolar,491,3499,3990
2025-10,karnataka,koppal,558,2856,3414
2025-10,karnataka,mandya,458,3842,4300
2025-10,karnataka,mysore,243,3538,3781
2025-10,karnataka,mysuru,434,2947,3381
2025-10,karnataka,raichur,666,4365,5031
2025-10,karnataka,ramanagar,334,2754,3088
2025-10,karnataka,shimoga,180,2090,2270
2025-10,karnataka,shivamogga,399,1956,2355
2025-10,karnataka,tumakuru,396,2534,2930
2025-10,karnataka,tumkur,374,3253,3627
2025-10,karnataka,udupi,596,3245,3841
2025-10,karnataka,uttara kannada,431,3320,3751
2025-10,karnataka,vijayanagara,211,1415,1626
2025-10,karnataka,vijayapura,630,2489,3119
2025-10,karnataka,yadgir,689,2786,3475
2025-10,kerala,alappuzha,603,6429,7032
2025-10,kerala,ernakulam,1105,10232,11337
2025-10,kerala,idukki,369,2630,2999
2025-10,kerala,kannur,815,8128,8943
2025-10,kerala,kasaragod,371,3909,4280
2025-10,kerala,kasargod,12,344,356
2025-10,kerala,kollam,892,8388,9280
2025-10,kerala,kottayam,531,5463,5994
2025-10,kerala,kozhikode,1582,10874,12456
2025-10,kerala,malappuram,1802,19105,20907
2025-10,kerala,palakkad,798,7739,8537
2025-10,kerala,pathanamthitta,396,3462,3858
2025-10,kerala,thiruvananthapuram,912,9363,10275
2025-10,kerala,thrissur,979,9342,10321
2025-10,kerala,wayanad,325,2361,2686
2025-10,ladakh,kargil,50,120,170
2025-10,ladakh,leh,34,135,169
2025-10,lakshadweep,lakshadweep,38,204,242
2025-10,madhya pradesh,agar malwa,48,446,494
2025-10,madhya pradesh,alirajpur,156,1592,1748
2025-10,madhya pradesh,anuppur,205,1379,1584
2025-10,madhya pradesh,ashok nagar,265,2156,2421
2025-10,madhya pradesh,balaghat,412,3197,3609
2025-10,madhya pradesh,barwani,587,3702,4289
2025-10,madhya pradesh,betul,666,2419,3085
2025-10,madhya pradesh,bhind,530,3487,4017
2025-10,madhya pradesh,bhopal,770,5250,6020
2025-10,madhya pradesh,burhanpur,216,885,1101
2025-10,madhya pradesh,chhatarpur,615,4349,4964
2025-10,madhya pradesh,chhindwara,565,3297,3862
2025-10,madhya pradesh,damoh,381,3082,3463
2025-10,madhya pradesh,datia,309,2109,2418
2025-10,madhya pradesh,dewas,231,2334,2565
2025-10,madhya pradesh,dhar,511,4501,5012
2025-10,madhya pradesh,dindori,255,1387,1642
2025-10,madhya pradesh,east nimar,95,855,950
2025-10,madhya pradesh,guna,259,2582,2841
2025-10,madhya pradesh,gwalior,715,4301,5016
2025-10,madhya pradesh,harda,63,496,559
2025-10,madhya pradesh,harda *,11,143,154
2025-10,madhya pradesh,hoshangabad,229,947,1176
2025-10,madhya pradesh,indore,953,7881,8834
2025-10,madhya pradesh,jabalpur,677,5535,6212
2025-10,madhya pradesh,jhabua,437,3944,4381
2025-10,madhya pradesh,katni,631,3838,4469
2025-10,madhya pradesh,khandwa,172,899,1071
2025-10,madhya pradesh,khargone,350,2847,3197
2025-10,madhya pradesh,maihar,12,401,413
2025-10,madhya pradesh,mandla,423,2373,2796
2025-10,madhya pradesh,mandsaur,402,2956,3358
2025-10,madhya pradesh,mauganj,17,451,468
2025-10,madhya pradesh,morena,625,5133,5758
2025-10,madhya pradesh,narmadapuram,28,453,481
2025-10,madhya pradesh,narsimhapur,45,464,509
2025-10,madhya pradesh,narsinghpur,240,1594,1834
2025-10,madhya pradesh,neemuch,235,1914,2149
2025-10,madhya pradesh,niwari,11,141,152
2025-10,madhya pradesh,pandhurna,3,98,101
2025-10,madhya pradesh,panna,348,3035,3383
2025-10,madhya pradesh,raisen,412,3196,3608
2025-10,madhya pradesh,rajgarh,332,2601,2933
2025-10,madhya pradesh,ratlam,397,3210,3607
2025-10,madhya pradesh,rewa,935,8237,9172
2025-10,madhya pradesh,sagar,474,4572,5046
2025-10,madhya pradesh,satna,804,5736,6540
2025-10,madhya pradesh,sehore,232,1581,1813
2025-10,madhya pradesh,seoni,440,2982,3422
2025-10,madhya pradesh,shahdol,433,2967,3400
2025-10,madhya pradesh,shajapur,252,2301,2553
2025-10,madhya pradesh,sheopur,225,1795,2020
2025-10,madhya pradesh,shivpuri,394,4059,4453
2025-10,madhya pradesh,sidhi,517,4372,4889
2025-10,madhya pradesh,singrauli,625,4656,5281
2025-10,madhya pradesh,tikamgarh,380,3499,3879
2025-10,madhya pradesh,ujjain,597,4653,5250
2025-10,madhya pradesh,umaria,212,1844,2056
2025-10,madhya pradesh,vidisha,417,2857,3274
2025-10,madhya pradesh,west nimar,30,268,298
2025-10,maharashtra,ahmadnagar,1110,33672,34782
2025-10,maharashtra,ahmed nagar,15,871,886
2025-10,maharashtra,akola,363,7136,7499
2025-10,maharashtra,amravati,682,12566,13248
2025-10,maharashtra,aurangabad,746,27135,27881
2025-10,maharashtra,beed,926,29865,30791
2025-10,maharashtra,bhandara,221,7538,7759
2025-10,maharashtra,bid,27,3107,3134
2025-10,maharashtra,buldana,32,4515,4547
2025-10,maharashtra,buldhana,445,18073,18518
2025-10,maharashtra,chandrapur,341,23119,23460
2025-10,maharashtra,chatrapati sambhaji nagar,47,284,331
2025-10,maharashtra,chhatrapati sambhajinagar,184,1575,1759
2025-10,maharashtra,dharashiv,22,343,365
2025-10,maharashtra,dhule,387,11018,11405
2025-10,maharashtra,gadchiroli,222,10115,10337
2025-10,maharashtra,gondia,7,279,286
2025-10,maharashtra,gondiya,387,13960,14347
2025-10,maharashtra,gondiya *,5,625,630
2025-10,maharashtra,hingoli,305,17000,17305
2025-10,maharashtra,jalgaon,795,26346,27141
2025-10,maharashtra,jalna,473,14497,14970
2025-10,maharashtra,kolhapur,736,17541,18277
2025-10,maharashtra,latur,627,15485,16112
2025-10,maharashtra,mumbai,909,15410,16319
2025-10,maharashtra,mumbai city,432,4180,4612
