year_month,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-10,karnataka,chamarajanagar,55,5,0,60
2025-10,karnataka,chamarajanagar*,8,0,0,8
2025-10,karnataka,chamrajanagar,442,49,6,497
2025-10,karnataka,chamrajnagar,75,4,0,79
2025-10,karnataka,chickmagalur,226,25,0,251
2025-10,karnataka,chikkaballapur,594,68,0,662
2025-10,karnataka,chikkamagaluru,207,19,9,235
2025-10,karnataka,chikmagalur,32,2,0,34
2025-10,karnataka,chitradurga,804,74,15,893
2025-10,karnataka,dakshinakannada,1262,152,42,1456
2025-10,karnataka,davanagere,68,16,0,84
2025-10,karnataka,davangere,738,92,7,837
2025-10,karnataka,dharwad,986,104,7,1097
2025-10,karnataka,gadag,591,53,1,645
2025-10,karnataka,gadag*,16,0,0,16
2025-10,karnataka,gulbarga,741,145,0,886
2025-10,karnataka,hasan,180,10,0,190
2025-10,karnataka,hassan,462,29,2,493
2025-10,karnataka,haveri,730,52,10,792
2025-10,karnataka,haveri*,23,1,0,24
2025-10,karnataka,kalaburagi,726,92,4,822
2025-10,karnataka,kodagu,230,27,9,266
2025-10,karnataka,kolar,698,67,6,771
2025-10,karnataka,koppal,793,136,9,938
2025-10,karnataka,mandya,706,29,29,764
2025-10,karnataka,mysore,681,48,0,729
2025-10,karnataka,mysuru,655,51,17,723
2025-10,karnataka,raichur,1553,400,20,1973
2025-10,karnataka,ramanagar,488,57,0,545
2025-10,karnataka,shimoga,368,25,0,393
2025-10,karnataka,shivamogga,380,30,16,426
2025-10,karnataka,tumakuru,586,33,20,639
2025-10,karnataka,tumkur,629,37,0,666
2025-10,karnataka,udupi,708,60,13,781
2025-10,karnataka,uttarakannada,661,49,5,715
2025-10,karnataka,vijayanagara,345,52,12,409
2025-10,karnataka,vijayapura,735,152,17,904
2025-10,karnataka,yadgir,1091,252,2,1345
2025-10,kerala,alappuzha,614,230,27,871
2025-10,kerala,ernakulam,1013,369,38,1420
2025-10,kerala,idukki,339,69,7,415
2025-10,kerala,kannur,869,357,43,1269
2025-10,kerala,kasaragod,577,186,33,796
2025-10,kerala,kasargod,72,20,0,92
2025-10,kerala,kollam,864,248,60,1172
2025-10,kerala,kottayam,607,200,12,819
2025-10,kerala,kozhikode,921,421,47,1389
2025-10,kerala,malappuram,2035,997,73,3105
2025-10,kerala,palakkad,1122,363,60,1545
2025-10,kerala,pathanamthitta,329,102,24,455
2025-10,kerala,thiruvananthapuram,1226,330,49,1605
2025-10,kerala,thrissur,1320,444,62,1826
2025-10,kerala,wayanad,276,68,3,347
2025-10,ladakh,kargil,43,36,3,82
2025-10,ladakh,leh,23,4,2,29
2025-10,lakshadweep,lakshadweep,42,2,0,44
2025-10,madhya pradesh,agarmalwa,275,65,0,340
2025-10,madhya pradesh,alirajpur,514,313,0,827
2025-10,madhya pradesh,anuppur,527,67,5,599
2025-10,madhya pradesh,ashoknagar,326,116,18,460
2025-10,madhya pradesh,balaghat,1091,71,3,1165
2025-10,madhya pradesh,barwani,869,371,4,1244
2025-10,madhya pradesh,betul,1041,140,11,1192
2025-10,madhya pradesh,bhind,610,321,33,964
2025-10,madhya pradesh,bhopal,1658,196,15,1869
2025-10,madhya pradesh,burhanpur,423,124,16,563
2025-10,madhya pradesh,chhatarpur,1036,466,17,1519
2025-10,madhya pradesh,chhindwara,1687,105,25,1817
2025-10,madhya pradesh,damoh,931,180,11,1122
2025-10,madhya pradesh,datia,378,138,2,518
2025-10,madhya pradesh,dewas,1158,227,1,1386
2025-10,madhya pradesh,dhar,1203,402,123,1728
2025-10,madhya pradesh,dindori,447,50,0,497
2025-10,madhya pradesh,eastnimar,392,268,0,660
2025-10,madhya pradesh,guna,784,223,0,1007
2025-10,madhya pradesh,gwalior,961,330,38,1329
2025-10,madhya pradesh,harda,240,52,2,294
2025-10,madhya pradesh,harda*,79,14,0,93
2025-10,madhya pradesh,hoshangabad,733,140,0,873
2025-10,madhya pradesh,indore,2066,581,107,2754
2025-10,madhya pradesh,jabalpur,1909,340,0,2249
2025-10,madhya pradesh,jhabua,688,651,94,1433
2025-10,madhya pradesh,katni,1580,385,17,1982
2025-10,madhya pradesh,khandwa,384,184,2,570
2025-10,madhya pradesh,khargone,974,305,39,1318
2025-10,madhya pradesh,maihar,79,6,7,92
2025-10,madhya pradesh,mandla,855,50,2,907
2025-10,madhya pradesh,mandsaur,1291,113,6,1410
2025-10,madhya pradesh,mauganj,104,19,0,123
2025-10,madhya pradesh,morena,1104,453,110,1667
2025-10,madhya pradesh,narmadapuram,97,19,2,118
2025-10,madhya pradesh,narsimhapur,130,31,0,161
2025-10,madhya pradesh,narsinghpur,437,143,19,599
2025-10,madhya pradesh,neemuch,654,109,0,763
2025-10,madhya pradesh,niwari,15,2,1,18
2025-10,madhya pradesh,pandhurna,9,1,23,33
2025-10,madhya pradesh,panna,1153,407,19,1579
2025-10,madhya pradesh,raisen,887,178,35,1100
2025-10,madhya pradesh,rajgarh,651,202,12,865
2025-10,madhya pradesh,ratlam,953,212,1,1166
2025-10,madhya pradesh,rewa,2152,309,6,2467
2025-10,madhya pradesh,sagar,1594,233,86,1913
2025-10,madhya pradesh,satna,2028,397,13,2438
2025-10,madhya pradesh,sehore,511,107,8,626
2025-10,madhya pradesh,seoni,836,84,4,924
2025-10,madhya pradesh,shahdol,766,168,5,939
2025-10,madhya pradesh,shajapur,918,154,4,1076
2025-10,madhya pradesh,sheopur,246,172,1,419
2025-10,madhya pradesh,shivpuri,574,353,325,1252
2025-10,madhya pradesh,sidhi,1391,126,5,1522
2025-10,madhya pradesh,singrauli,1315,207,0,1522
2025-10,madhya pradesh,tikamgarh,854,229,4,1087
2025-10,madhya pradesh,ujjain,2110,274,14,2398
2025-10,madhya pradesh,umaria,803,157,0,960
2025-10,madhya pradesh,vidisha,773,174,15,962
2025-10,madhya pradesh,westnimar,117,29,1,147
2025-10,maharashtra,ahmadnagar,1334,331,22,1687
2025-10,maharashtra,ahmednagar,43,8,0,51
2025-10,maharashtra,akola,688,72,4,764
2025-10,maharashtra,amravati,929,127,18,1074
2025-10,maharashtra,aurangabad,1663,477,4,2144
2025-10,maharashtra,beed,904,215,7,1126
2025-10,maharashtra,bhandara,252,6,2,260
2025-10,maharashtra,bid,112,22,0,134
2025-10,maharashtra,buldana,199,17,0,216
2025-10,maharashtra,buldhana,806,120,3,929
2025-10,maharashtra,chandrapur,512,36,9,557
2025-10,maharashtra,chatrapatisambhajinagar,21,20,1,42
2025-10,maharashtra,chhatrapatisambhajinagar,71,68,135,274
2025-10,maharashtra,dharashiv,19,6,13,38
2025-10,maharashtra,dhule,788,384,62,1234
2025-10,maharashtra,gadchiroli,267,30,1,298
2025-10,maharashtra,gondia,5,1,0,6
2025-10,maharashtra,gondiya,483,9,0,492
2025-10,maharashtra,gondiya*,13,1,0,14
2025-10,maharashtra,hingoli,504,101,26,631
2025-10,maharashtra,jalgaon,1392,269,11,1672
2025-10,maharashtra,jalna,877,149,0,1026
2025-10,maharashtra,kolhapur,1332,181,54,1567
2025-10,maharashtra,latur,913,188,12,1113
2025-10,maharashtra,mumbai,1943,689,4,2636
2025-10,maharashtra,mumbai(suburban),56,21,0,77
2025-10,maharashtra,mumbaicity,479,69,24,572
2025-10,maharashtra,mumbaisuburban,1479,365,62,1906
2025-10,maharashtra,nagpur,1458,213,12,1683
2025-10,maharashtra,nanded,1197,256,47,1500
2025-10,maharashtra,nandurbar,1078,243,27,1348
2025-10,maharashtra,nandurbar*,23,5,0,28
2025-10,maharashtra,nashik,2162,584,33,2779
2025-10,maharashtra,osmanabad,590,105,0,695
2025-10,maharashtra,palghar,1144,359,23,1526
2025-10,maharashtra,parbhani,957,171,23,1151
2025-10,maharashtra,pune,3896,849,144,4889
2025-10,maharashtra,raigad,305,62,3,370
2025-10,maharashtra,raigarh,845,135,0,980
2025-10,maharashtra,raigarh(mh),15,0,0,15
2025-10,maharashtra,ratnagiri,536,36,2,574
2025-10,maharashtra,sangli,795,134,24,953
2025-10,maharashtra,satara,797,89,18,904
2025-10,maharashtra,sindhudurg,211,7,3,221
2025-10,maharashtra,solapur,1528,330,20,1878
2025-10,maharashtra,thane,3651,1238,53,4942
2025-10,maharashtra,wardha,298,22,0,320
2025-10,maharashtra,washim,469,37,7,513
2025-10,maharashtra,washim*,6,1,0,7
2025-10,maharashtra,yavatmal,995,174,20,1189
2025-10,manipur,bishnupur,107,114,1,222
2025-10,manipur,chandel,32,101,1,134
2025-10,manipur,churachandpur,172,282,15,469
2025-10,manipur,imphaleast,115,160,4,279
2025-10,manipur,imphalwest,125,111,1,237
2025-10,manipur,jiribam,13,38,0,51
2025-10,manipur,kakching,6,19,0,25
2025-10,manipur,pherzawl,0,1,0,1
2025-10,manipur,senapati,207,183,4,394
2025-10,manipur,tamenglong,78,175,16,269
2025-10,manipur,thoubal,90,129,3,222
2025-10,manipur,ukhrul,84,113,5,202
2025-10,meghalaya,easternwestkhasihills,1,63,2,66
2025-10,meghalaya,eastgarohills,26,135,78,239
2025-10,meghalaya,eastjaintiahills,38,85,105,228
2025-10,meghalaya,eastkhasihills,236,527,638,1401
2025-10,meghalaya,jaintiahills,4,0,0,4
2025-10,meghalaya,northgarohills,17,87,46,150
2025-10,meghalaya,ribhoi,65,135,260,460
2025-10,meghalaya,southgarohills,29,206,14,249
2025-10,meghalaya,southwestgarohills,88,76,42,206
2025-10,meghalaya,southwestkhasihills,45,78,49,172
2025-10,meghalaya,westgarohills,290,282,242,814
2025-10,meghalaya,westjaintiahills,81,203,93,377
2025-10,meghalaya,westkhasihills,118,223,297,638
2025-10,mizoram,aizawl,198,85,45,328
2025-10,mizoram,champhai,136,22,19,177
2025-10,mizoram,khawzawl,0,1,20,21
2025-10,mizoram,kolasib,41,11,3,55
2025-10,mizoram,lawngtlai,66,17,12,95
2025-10,mizoram,lunglei,90,11,0,101
2025-10,mizoram,mamit,37,9,3,49
2025-10,mizoram,mammit,19,5,0,24
2025-10,mizoram,saiha,47,18,5,70
2025-10,mizoram,saitual,1,0,5,6
2025-10,mizoram,serchhip,20,5,3,28
2025-10,nagaland,chumukedima,6,10,2,18
2025-10,nagaland,dimapur,115,125,8,248
2025-10,nagaland,kiphire,40,182,5,227
2025-10,nagaland,kohima,69,116,8,193
2025-10,nagaland,longleng,6,17,0,23
2025-10,nagaland,meluri,0,5,0,5
2025-10,nagaland,mokokchung,21,44,3,68
2025-10,nagaland,mon,114,246,15,375
2025-10,nagaland,niuland,8,3,0,11
2025-10,nagaland,noklak,12,61,3,76
2025-10,nagaland,peren,23,52,12,87
2025-10,nagaland,phek,42,147,3,192
2025-10,nagaland,shamator,1,34,0,35
2025-10,nagaland,tseminyu,3,7,1,11
2025-10,nagaland,tuensang,95,82,4,181
2025-10,nagaland,wokha,17,40,0,57
2025-10,nagaland,zunheboto,31,129,3,163
2025-10,odisha,angul,371,72,8,451
2025-10,odisha,anugal,0,2,0,2
2025-10,odisha,anugul,22,4,0,26
2025-10,odisha,balangir,923,239,23,1185
2025-10,odisha,baleshwar,233,55,0,288
2025-10,odisha,baleswar,1033,268,1,1302
2025-10,odisha,bargarh,892,174,2,1068
2025-10,odisha,baudh,32,7,0,39
2025-10,odisha,bhadrak,806,251,1,1058
2025-10,odisha,boudh,256,67,0,323
2025-10,odisha,cuttack,858,209,4,1071
2025-10,odisha,debagarh,135,25,0,160
2025-10,odisha,dhenkanal,397,91,0,488
2025-10,odisha,gajapati,281,49,2,332
2025-10,odisha,ganjam,1410,193,0,1603
2025-10,odisha,jagatsinghapur,1137,73,9,1219
2025-10,odisha,jagatsinghpur,196,17,0,213
2025-10,odisha,jajapur,423,115,2,540
2025-10,odisha,jajpur,359,90,13,462
2025-10,odisha,jharsuguda,252,20,0,272
2025-10,odisha,kalahandi,763,251,22,1036
2025-10,odisha,kandhamal,469,80,7,556
2025-10,odisha,kendrapara,613,138,42,793
2025-10,odisha,kendujhar,694,163,4,861
2025-10,odisha,khorda,651,131,60,842
2025-10,odisha,khordha,175,33,0,208
2025-10,odisha,koraput,581,243,2,826
2025-10,odisha,malkangiri,290,86,0,376
2025-10,odisha,mayurbhanj,1294,392,25,1711
2025-10,odisha,nabarangapur,869,404,8,1281
2025-10,odisha,nayagarh,451,53,3,507
2025-10,odisha,nuapada,326,78,0,404
2025-10,odisha,puri,600,121,2,723
2025-10,odisha,rayagada,416,144,0,560
2025-10,odisha,sambalpur,463,56,0,519
2025-10,odisha,sonapur,242,35,0,277
2025-10,odisha,subarnapur,70,14,0,84
2025-10,odisha,sundargarh,115,25,0,140
2025-10,odisha,sundergarh,608,123,6,737
2025-10,puducherry,karaikal,111,13,2,126
2025-10,puducherry,pondicherry,181,17,0,198
2025-10,puducherry,puducherry,222,20,1,243
2025-10,puducherry,yanam,6,0,0,6
2025-10,punjab,amritsar,866,165,14,1045
2025-10,punjab,barnala,218,12,2,232
2025-10,punjab,bathinda,466,60,1,527
2025-10,punjab,faridkot,108,22,3,133
2025-10,punjab,fatehgarhsahib,163,37,5,205
2025-10,punjab,fazilka,281,48,1,330
2025-10,punjab,ferozepur,227,30,0,257
2025-10,punjab,firozpur,47,7,0,54
2025-10,punjab,gurdaspur,726,79,12,817
2025-10,punjab,hoshiarpur,472,40,11,523
2025-10,punjab,jalandhar,770,179,21,970
2025-10,punjab,kapurthala,182,33,109,324
2025-10,punjab,ludhiana,1230,273,56,1559
2025-10,punjab,malerkotla,138,33,1,172
2025-10,punjab,mansa,204,19,5,228
2025-10,punjab,moga,217,23,21,261
2025-10,punjab,muktsar,47,6,0,53
2025-10,punjab,nawanshahr,37,4,0,41
2025-10,punjab,pathankot,154,12,0,166
2025-10,punjab,patiala,602,95,23,720
2025-10,punjab,rupnagar,159,16,3,178
2025-10,punjab,s.a.snagar(mohali),42,9,0,51
2025-10,punjab,sangrur,339,29,3,371
2025-10,punjab,sasnagar(mohali),409,78,13,500
2025-10,punjab,shaheedbhagatsinghnagar,124,15,10,149
2025-10,punjab,srimuktsarsahib,162,25,0,187
2025-10,punjab,tarntaran,487,55,4,546
2025-10,rajasthan,ajmer,1146,404,5,1555
2025-10,rajasthan,alwar,2103,1129,38,3270
2025-10,rajasthan,banswara,533,408,0,941
2025-10,rajasthan,baran,450,175,6,631
2025-10,rajasthan,barmer,1430,705,4,2139
2025-10,rajasthan,bharatpur,1363,972,16,2351
2025-10,rajasthan,bhilwara,959,391,20,1370
2025-10,rajasthan,bikaner,739,655,16,1410
2025-10,rajasthan,bundi,379,175,4,558
2025-10,rajasthan,chittaurgarh,28,12,0,40
2025-10,rajasthan,chittorgarh,316,178,3,497
2025-10,rajasthan,churu,978,560,8,1546
2025-10,rajasthan,dausa,674,317,0,991
2025-10,rajasthan,deeg,2,3,0,5
2025-10,rajasthan,dhaulpur,9,8,0,17
2025-10,rajasthan,dholpur,614,363,3,980
2025-10,rajasthan,dungarpur,563,365,1,929
2025-10,rajasthan,ganganagar,578,178,2,758
2025-10,rajasthan,hanumangarh,493,180,0,673
2025-10,rajasthan,jaipur,2359,1156,13,3528
2025-10,rajasthan,jaisalmer,271,165,7,443
2025-10,rajasthan,jalor,920,801,5,1726
2025-10,rajasthan,jhalawar,577,302,1,880
2025-10,rajasthan,jhunjhunu,35,20,0,55
2025-10,rajasthan,jhunjhunun,1011,330,12,1353
2025-10,rajasthan,jodhpur,1505,702,9,2216
2025-10,rajasthan,karauli,722,369,0,1091
2025-10,rajasthan,kota,776,314,12,1102
2025-10,rajasthan,nagaur,1384,611,18,2013
2025-10,rajasthan,pali,887,411,7,1305
2025-10,rajasthan,pratapgarh,284,141,0,425
2025-10,rajasthan,rajsamand,464,243,4,711
2025-10,rajasthan,sawaimadhopur,612,326,26,964
2025-10,rajasthan,sikar,1092,444,1,1537
2025-10,rajasthan,sirohi,508,420,17,945
2025-10,rajasthan,tonk,535,187,17,739
2025-10,rajasthan,udaipur,1245,965,14,2224
2025-10,sikkim,east,41,27,0,68
2025-10,sikkim,eastsikkim,40,26,5,71
2025-10,sikkim,mangan,0,1,0,1
2025-10,sikkim,namchi,0,1,3,4
2025-10,sikkim,north,10,0,0,10
2025-10,sikkim,northsikkim,12,8,0,20
2025-10,sikkim,south,11,22,0,33
2025-10,sikkim,southsikkim,9,18,1,28
2025-10,sikkim,west,25,21,2,48
2025-10,sikkim,westsikkim,21,19,3,43
2025-10,tamil nadu,ariyalur,392,90,24,506
2025-10,tamil nadu,chengalpattu,141,41,0,182
2025-10,tamil nadu,chennai,1439,418,13,1870
2025-10,tamil nadu,coimbatore,1520,382,0,1902
2025-10,tamil nadu,cuddalore,1264,206,0,1470
2025-10,tamil nadu,dharmapuri,999,172,14,1185
2025-10,tamil nadu,dindigul,805,251,0,1056
2025-10,tamil nadu,erode,966,243,0,1209
2025-10,tamil nadu,kallakurichi,152,18,1,171
2025-10,tamil nadu,kancheepuram,1746,703,2,2451
2025-10,tamil nadu,kanchipuram,0,1,0,1
2025-10,tamil nadu,kanniyakumari,444,30,0,474
2025-10,tamil nadu,kanyakumari,421,21,0,442
2025-10,tamil nadu,karur,593,117,0,710
2025-10,tamil nadu,krishnagiri,741,170,0,911
2025-10,tamil nadu,madurai,1623,202,1,1826
2025-10,tamil nadu,mayiladuthurai,88,11,0,99
2025-10,tamil nadu,nagapattinam,594,146,0,740
2025-10,tamil nadu,namakkal,776,126,0,902
2025-10,tamil nadu,perambalur,375,44,0,419
2025-10,tamil nadu,pudukkottai,918,289,3,1210
2025-10,tamil nadu,ramanathapuram,621,148,5,774
2025-10,tamil nadu,ranipet,19,2,0,21
2025-10,tamil nadu,salem,1609,311,17,1937
2025-10,tamil nadu,sivaganga,687,118,0,805
2025-10,tamil nadu,tenkasi,231,21,0,252
2025-10,tamil nadu,thanjavur,1025,275,0,1300
2025-10,tamil nadu,theni,608,109,0,717
2025-10,tamil nadu,thenilgiris,257,102,0,359
2025-10,tamil nadu,thiruvallur,46,13,0,59
2025-10,tamil nadu,thiruvarur,551,120,0,671
2025-10,tamil nadu,thoothukkudi,922,230,0,1152
2025-10,tamil nadu,tiruchirappalli,1467,364,0,1831
2025-10,tamil nadu,tirunelveli,1826,321,0,2147
2025-10,tamil nadu,tirupattur,191,21,0,212
2025-10,tamil nadu,tiruppur,966,228,1,1195
2025-10,tamil nadu,tiruvallur,1603,554,5,2162
2025-10,tamil nadu,tiruvannamalai,1228,140,0,1368
2025-10,tamil nadu,vellore,1572,225,0,1797
2025-10,tamil nadu,villupuram,986,209,0,1195
2025-10,tamil nadu,viluppuram,757,160,0,917
2025-10,tamil nadu,virudhunagar,833,136,0,969
2025-10,telangana,adilabad,574,101,0,675
2025-10,telangana,bhadradrikothagudem,549,187,13,749
2025-10,telangana,hanumakonda,227,30,1,258
2025-10,telangana,hyderabad,3289,740,58,4087
2025-10,telangana,jagitial,355,25,0,380
2025-10,telangana,jangaon,25,4,0,29
2025-10,telangana,jangoan,221,40,0,261
2025-10,telangana,jayashankarbhupalpally,185,51,0,236
2025-10,telangana,jogulambagadwal,436,99,0,535
2025-10,telangana,k.v.rangareddy,3359,958,24,4341
2025-10,telangana,kamareddy,453,36,0,489
2025-10,telangana,karimnagar,1365,191,1,1557
2025-10,telangana,khammam,690,179,2,871
2025-10,telangana,komarambheem,201,43,0,244
2025-10,telangana,mahabubabad,329,67,0,396
2025-10,telangana,mahabubnagar,1889,671,2,2562
2025-10,telangana,mancherial,235,39,0,274
2025-10,telangana,medak,1697,400,3,2100
2025-10,telangana,medchal-malkajgiri,791,234,24,1049
2025-10,telangana,medchal?malkajgiri,1,0,0,1
2025-10,telangana,medchal−malkajgiri,126,18,0,144
2025-10,telangana,mulugu,165,79,0,244
2025-10,telangana,nagarkurnool,230,71,0,301
2025-10,telangana,nalgonda,1389,348,0,1737
2025-10,telangana,narayanpet,267,73,0,340
2025-10,telangana,nirmal,270,19,2,291
2025-10,telangana,nizamabad,1595,148,0,1743
2025-10,telangana,peddapalli,120,16,1,137
2025-10,telangana,rajannasircilla,250,11,1,262
2025-10,telangana,rangareddy,60,10,0,70
2025-10,telangana,sangareddy,596,150,1,747
2025-10,telangana,siddipet,467,49,0,516
2025-10,telangana,suryapet,480,79,1,560
2025-10,telangana,vikarabad,510,152,0,662
2025-10,telangana,wanaparthy,294,122,0,416
2025-10,telangana,warangal,643,125,0,768
2025-10,telangana,warangal(urban),2,0,0,2
2025-10,telangana,warangalrural,164,22,0,186
2025-10,telangana,warangalurban,148,19,2,169
2025-10,telangana,yadadri.,309,40,0,349
2025-10,tripura,dhalai,107,83,5,195
2025-10,tripura,dhalai*,1,1,0,2
2025-10,tripura,gomati,55,27,1,83
2025-10,tripura,khowai,44,12,8,64
2025-10,tripura,northtripura,135,59,0,194
2025-10,tripura,sepahijala,189,79,2,270
2025-10,tripura,southtripura,227,152,0,379
2025-10,tripura,unakoti,102,25,7,134
2025-10,tripura,westtripura,380,148,27,555
2025-10,uttar pradesh,agra,1652,1236,64,2952
2025-10,uttar pradesh,aligarh,1213,983,37,2233
2025-10,uttar pradesh,allahabad,1392,1289,22,2703
2025-10,uttar pradesh,ambedkarnagar,782,845,6,1633
2025-10,uttar pradesh,amethi,769,722,30,1521
2025-10,uttar pradesh,amroha,921,437,9,1367
2025-10,uttar pradesh,auraiya,372,233,3,608
2025-10,uttar pradesh,ayodhya,136,60,0,196
2025-10,uttar pradesh,azamgarh,1131,2428,51,3610
2025-10,uttar pradesh,baghpat,613,491,28,1132
2025-10,uttar pradesh,bahraich,1409,2436,292,4137
2025-10,uttar pradesh,ballia,856,1209,5,2070
2025-10,uttar pradesh,balrampur,615,1216,52,1883
2025-10,uttar pradesh,banda,548,655,14,1217
2025-10,uttar pradesh,barabanki,1021,621,22,1664
2025-10,uttar pradesh,bareilly,1924,1187,167,3278
2025-10,uttar pradesh,basti,972,1230,27,2229
2025-10,uttar pradesh,bhadohi,54,78,0,132
2025-10,uttar pradesh,bijnor,2918,791,11,3720
2025-10,uttar pradesh,budaun,770,855,61,1686
2025-10,uttar pradesh,bulandshahar,33,7,0,40
2025-10,uttar pradesh,bulandshahr,1495,1024,35,2554
2025-10,uttar pradesh,chandauli,506,510,7,1023
2025-10,uttar pradesh,chitrakoot,659,547,4,1210
2025-10,uttar pradesh,deoria,723,915,28,1666
2025-10,uttar pradesh,etah,479,332,4,815
2025-10,uttar pradesh,etawah,581,378,41,1000
2025-10,uttar pradesh,faizabad,841,572,0,1413
2025-10,uttar pradesh,farrukhabad,444,551,22,1017
2025-10,uttar pradesh,fatehpur,855,709,44,1608
2025-10,uttar pradesh,firozabad,645,532,11,1188
2025-10,uttar pradesh,gautambuddhanagar,988,725,27,1740
2025-10,uttar pradesh,ghaziabad,1473,1156,30,2659
2025-10,uttar pradesh,ghazipur,769,1305,17,2091
2025-10,uttar pradesh,gonda,1111,1213,23,2347
2025-10,uttar pradesh,gorakhpur,1117,1669,52,2838
2025-10,uttar pradesh,hamirpur,306,260,8,574
2025-10,uttar pradesh,hapur,554,338,2,894
2025-10,uttar pradesh,hardoi,1424,1237,53,2714
2025-10,uttar pradesh,hathras,497,328,10,835
2025-10,uttar pradesh,jalaun,389,400,17,806
2025-10,uttar pradesh,jaunpur,943,1942,8,2893
2025-10,uttar pradesh,jhansi,706,401,16,1123
2025-10,uttar pradesh,jyotibaphulenagar,16,3,0,19
2025-10,uttar pradesh,kannauj,444,491,15,950
2025-10,uttar pradesh,kanpurdehat,444,397,16,857
2025-10,uttar pradesh,kanpurnagar,1436,1347,67,2850
2025-10,uttar pradesh,kasganj,388,323,32,743
2025-10,uttar pradesh,kaushambi,689,486,2,1177
2025-10,uttar pradesh,kheri,1382,1700,61,3143
2025-10,uttar pradesh,kushinagar,681,1016,2,1699
2025-10,uttar pradesh,kushinagar*,1,0,0,1
2025-10,uttar pradesh,lalitpur,475,175,20,670
2025-10,uttar pradesh,lucknow,2405,1806,17,4228
2025-10,uttar pradesh,maharajganj,639,1104,54,1797
2025-10,uttar pradesh,mahoba,336,154,4,494
2025-10,uttar pradesh,mahrajganj,3,3,0,6
2025-10,uttar pradesh,mainpuri,620,805,15,1440
2025-10,uttar pradesh,mathura,943,932,12,1887
2025-10,uttar pradesh,mau,524,1086,12,1622
2025-10,uttar pradesh,meerut,1952,1325,32,3309
2025-10,uttar pradesh,mirzapur,626,726,2,1354
2025-10,uttar pradesh,moradabad,1677,579,9,2265
2025-10,uttar pradesh,muzaffarnagar,1211,898,35,2144
2025-10,uttar pradesh,pilibhit,720,438,32,1190
2025-10,uttar pradesh,pratapgarh,1291,1004,23,2318
2025-10,uttar pradesh,prayagraj,171,147,91,409
2025-10,uttar pradesh,raebareli,1317,896,5,2218
2025-10,uttar pradesh,rampur,1252,690,7,1949
2025-10,uttar pradesh,saharanpur,1896,646,12,2554
2025-10,uttar pradesh,sambhal,781,539,12,1332
2025-10,uttar pradesh,santkabirnagar,657,733,9,1399
2025-10,uttar pradesh,santravidasnagar,411,520,1,932
2025-10,uttar pradesh,santravidasnagarbhadohi,8,16,0,24
2025-10,uttar pradesh,shahjahanpur,948,925,28,1901
2025-10,uttar pradesh,shamli,1038,506,13,1557
2025-10,uttar pradesh,shrawasti,235,429,26,690
2025-10,uttar pradesh,siddharthnagar,541,1348,52,1941
2025-10,uttar pradesh,sitapur,1306,1262,107,2675
2025-10,uttar pradesh,sonbhadra,441,289,4,734
2025-10,uttar pradesh,sultanpur,1018,1037,23,2078
2025-10,uttar pradesh,unnao,952,1014,25,1991
2025-10,uttar pradesh,varanasi,1157,1423,6,2586
2025-10,uttarakhand,almora,262,33,2,297
2025-10,uttarakhand,bageshwar,143,14,0,157
2025-10,uttarakhand,chamoli,210,16,1,227
2025-10,uttarakhand,champawat,200,19,0,219
2025-10,uttarakhand,dehradun,1054,206,4,1264
2025-10,uttarakhand,garhwal,21,3,0,24
2025-10,uttarakhand,hardwar,35,6,0,41
2025-10,uttarakhand,haridwar,967,209,1,1177
2025-10,uttarakhand,nainital,709,105,4,818
2025-10,uttarakhand,paurigarhwal,438,39,5,482
2025-10,uttarakhand,pithoragarh,209,41,3,253
2025-10,uttarakhand,rudraprayag,192,20,0,212
2025-10,uttarakhand,tehrigarhwal,460,60,5,525
2025-10,uttarakhand,udhamsinghnagar,991,222,1,1214
2025-10,uttarakhand,uttarkashi,196,29,3,228
2025-10,west bengal,alipurduar,108,82,3,193
2025-10,west bengal,bankura,1844,385,2,2231
2025-10,west bengal,barddhaman,2610,637,1,3248
2025-10,west bengal,bardhaman,286,83,0,369
2025-10,west bengal,birbhum,2952,460,0,3412
2025-10,west bengal,burdwan,2,0,0,2
2025-10,west bengal,coochbehar,1823,714,3,2540
2025-10,west bengal,dakshindinajpur,1176,221,7,1404
2025-10,west bengal,darjeeling,450,232,24,706
2025-10,west bengal,darjiling,131,25,0,156
2025-10,west bengal,eastmidnapore,457,72,1,530
2025-10,west bengal,haora,463,222,0,685
2025-10,west bengal,hawrah,3,2,0,5
2025-10,west bengal,hooghly,2698,768,3,3469
2025-10,west bengal,howrah,1906,707,4,2617
2025-10,west bengal,hugli,26,13,0,39
2025-10,west bengal,jalpaiguri,849,720,22,1591
2025-10,west bengal,jhargram,143,27,1,171
2025-10,west bengal,kalimpong,20,9,0,29
2025-10,west bengal,kochbihar,677,288,2,967
2025-10,west bengal,kolkata,975,769,20,1764
2025-10,west bengal,malda,2814,914,2,3730
2025-10,west bengal,maldah,305,111,0,416
2025-10,west bengal,medinipur,6,2,0,8
2025-10,west bengal,murshidabad,7844,1135,6,8985
2025-10,west bengal,nadia,2541,711,21,3273
2025-10,west bengal,north24parganas,4564,1284,29,5877
2025-10,west bengal,northdinajpur,55,20,0,75
2025-10,west bengal,northtwentyfourparganas,304,84,0,388
2025-10,west bengal,paschimbardhaman,160,73,3,236
